time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp
1669973085.0,TEST,user-test-000,0x2b,198,4,1,-109,-127,-498,734,2022-12-02 09:24:45.000000000
1669973085.031,TEST,user-test-000,0x2b,198,4,1,-109,-127,-497,733,2022-12-02 09:24:45.030999899
1669973085.062,TEST,user-test-000,0x2b,198,4,1,-109,-127,-494,730,2022-12-02 09:24:45.062000036
1669973085.093,TEST,user-test-000,0x2b,198,4,1,-112,-128,-487,727,2022-12-02 09:24:45.092999935
1669973085.125,TEST,user-test-000,0x2b,198,4,1,-115,-128,-497,740,2022-12-02 09:24:45.125000000
1669973085.156,TEST,user-test-000,0x2b,198,4,1,-113,-129,-495,737,2022-12-02 09:24:45.155999899
1669973085.187,TEST,user-test-000,0x2b,198,4,1,-110,-128,-494,732,2022-12-02 09:24:45.187000036
1669973085.218,TEST,user-test-000,0x2b,198,4,1,-108,-126,-496,730,2022-12-02 09:24:45.217999935
1669973085.25,TEST,user-test-000,0x2b,198,4,1,-108,-129,-500,737,2022-12-02 09:24:45.250000000
1669973085.281,TEST,user-test-000,0x2b,198,4,1,-109,-130,-500,739,2022-12-02 09:24:45.280999899
1669973085.312,TEST,user-test-000,0x2b,198,4,1,-109,-128,-498,735,2022-12-02 09:24:45.312000036
1669973085.343,TEST,user-test-000,0x2b,198,4,1,-109,-128,-496,733,2022-12-02 09:24:45.342999935
1669973085.375,TEST,user-test-000,0x2b,198,4,1,-111,-132,-495,738,2022-12-02 09:24:45.375000000
1669973085.406,TEST,user-test-000,0x2b,198,4,1,-112,-132,-491,735,2022-12-02 09:24:45.405999899
1669973085.437,TEST,user-test-000,0x2b,198,4,1,-115,-128,-492,735,2022-12-02 09:24:45.437000036
1669973085.468,TEST,user-test-000,0x2b,198,4,1,-115,-127,-494,736,2022-12-02 09:24:45.467999935
1669973085.5,TEST,user-test-000,0x2b,198,4,1,-112,-129,-494,735,2022-12-02 09:24:45.500000000
1669973085.531,TEST,user-test-000,0x2b,198,4,1,-112,-129,-493,734,2022-12-02 09:24:45.530999899
1669973085.562,TEST,user-test-000,0x2b,198,4,1,-117,-133,-492,742,2022-12-02 09:24:45.562000036
1669973085.593,TEST,user-test-000,0x2b,198,4,1,-119,-134,-495,748,2022-12-02 09:24:45.592999935
1669973085.625,TEST,user-test-000,0x2b,198,4,1,-119,-133,-498,750,2022-12-02 09:24:45.625000000
1669973085.656,TEST,user-test-000,0x2b,198,4,1,-116,-133,-496,745,2022-12-02 09:24:45.655999899
1669973085.687,TEST,user-test-000,0x2b,198,4,1,-116,-130,-494,740,2022-12-02 09:24:45.687000036
1669973085.718,TEST,user-test-000,0x2b,198,4,1,-117,-130,-491,738,2022-12-02 09:24:45.717999935
1669973085.75,TEST,user-test-000,0x2b,198,4,1,-119,-133,-492,744,2022-12-02 09:24:45.750000000
1669973085.781,TEST,user-test-000,0x2b,198,4,1,-120,-136,-497,753,2022-12-02 09:24:45.780999899
1669973085.812,TEST,user-test-000,0x2b,198,4,1,-120,-136,-496,752,2022-12-02 09:24:45.812000036
1669973085.843,TEST,user-test-000,0x2b,198,4,1,-119,-138,-496,753,2022-12-02 09:24:45.842999935
1669973085.875,TEST,user-test-000,0x2b,198,4,1,-121,-137,-497,755,2022-12-02 09:24:45.875000000
1669973085.906,TEST,user-test-000,0x2b,198,4,1,-122,-135,-495,752,2022-12-02 09:24:45.905999899
1669973085.937,TEST,user-test-000,0x2b,198,4,1,-122,-132,-491,745,2022-12-02 09:24:45.937000036
1669973085.968,TEST,user-test-000,0x2b,198,4,1,-122,-132,-491,745,2022-12-02 09:24:45.967999935
1669973086.0,TEST,user-test-000,0x2b,199,4,1,-122,-133,-491,746,2022-12-02 09:24:46.000000000
1669973086.031,TEST,user-test-000,0x2b,199,4,1,-124,-133,-493,750,2022-12-02 09:24:46.030999899
1669973086.062,TEST,user-test-000,0x2b,199,4,1,-126,-134,-497,757,2022-12-02 09:24:46.062000036
1669973086.093,TEST,user-test-000,0x2b,199,4,1,-124,-135,-495,754,2022-12-02 09:24:46.092999935
1669973086.125,TEST,user-test-000,0x2b,199,4,1,-119,-137,-495,751,2022-12-02 09:24:46.125000000
1669973086.156,TEST,user-test-000,0x2b,199,4,1,-118,-137,-496,751,2022-12-02 09:24:46.155999899
1669973086.187,TEST,user-test-000,0x2b,199,4,1,-118,-138,-495,751,2022-12-02 09:24:46.187000036
1669973086.218,TEST,user-test-000,0x2b,199,4,1,-121,-141,-492,754,2022-12-02 09:24:46.217999935
1669973086.25,TEST,user-test-000,0x2b,199,4,1,-122,-138,-494,754,2022-12-02 09:24:46.250000000
1669973086.281,TEST,user-test-000,0x2b,199,4,1,-120,-138,-494,752,2022-12-02 09:24:46.280999899
1669973086.312,TEST,user-test-000,0x2b,199,4,1,-117,-139,-492,748,2022-12-02 09:24:46.312000036
1669973086.343,TEST,user-test-000,0x2b,199,4,1,-116,-138,-490,744,2022-12-02 09:24:46.342999935
1669973086.375,TEST,user-test-000,0x2b,199,4,1,-122,-140,-494,756,2022-12-02 09:24:46.375000000
1669973086.406,TEST,user-test-000,0x2b,199,4,1,-120,-139,-493,752,2022-12-02 09:24:46.405999899
1669973086.437,TEST,user-test-000,0x2b,199,4,1,-119,-138,-493,750,2022-12-02 09:24:46.437000036
1669973086.468,TEST,user-test-000,0x2b,199,4,1,-118,-138,-491,747,2022-12-02 09:24:46.467999935
1669973086.5,TEST,user-test-000,0x2b,199,4,1,-117,-138,-488,743,2022-12-02 09:24:46.500000000
1669973086.531,TEST,user-test-000,0x2b,199,4,1,-117,-138,-492,747,2022-12-02 09:24:46.530999899
1669973086.562,TEST,user-test-000,0x2b,199,4,1,-117,-139,-492,748,2022-12-02 09:24:46.562000036
