time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp
1668608991.0,TEST,user-test-000,0x2b,61,4,1,-20,-441,291,752,2022-11-16 14:29:51.000000000
1668608991.031,TEST,user-test-000,0x2b,61,4,1,-22,-441,290,753,2022-11-16 14:29:51.030999899
1668608991.062,TEST,user-test-000,0x2b,61,4,1,-21,-442,289,752,2022-11-16 14:29:51.062000036
1668608991.093,TEST,user-test-000,0x2b,61,4,1,-21,-442,289,752,2022-11-16 14:29:51.092999935
1668608991.125,TEST,user-test-000,0x2b,61,4,1,-22,-441,290,753,2022-11-16 14:29:51.125000000
1668608991.156,TEST,user-test-000,0x2b,61,4,1,-22,-443,288,753,2022-11-16 14:29:51.155999899
1668608991.187,TEST,user-test-000,0x2b,61,4,1,-21,-441,288,750,2022-11-16 14:29:51.187000036
1668608991.218,TEST,user-test-000,0x2b,61,4,1,-22,-439,289,750,2022-11-16 14:29:51.217999935
1668608991.25,TEST,user-test-000,0x2b,61,4,1,-22,-440,289,751,2022-11-16 14:29:51.250000000
1668608991.281,TEST,user-test-000,0x2b,61,4,1,-18,-442,290,750,2022-11-16 14:29:51.280999899
1668608991.312,TEST,user-test-000,0x2b,61,4,1,-23,-440,291,754,2022-11-16 14:29:51.312000036
1668608991.343,TEST,user-test-000,0x2b,61,4,1,-22,-442,288,752,2022-11-16 14:29:51.342999935
1668608991.375,TEST,user-test-000,0x2b,61,4,1,-19,-442,288,749,2022-11-16 14:29:51.375000000
1668608991.406,TEST,user-test-000,0x2b,61,4,1,-20,-441,291,752,2022-11-16 14:29:51.405999899
1668608991.437,TEST,user-test-000,0x2b,61,4,1,-20,-443,293,756,2022-11-16 14:29:51.437000036
1668608991.468,TEST,user-test-000,0x2b,61,4,1,-21,-443,293,757,2022-11-16 14:29:51.467999935
1668608991.5,TEST,user-test-000,0x2b,61,4,1,-21,-443,292,756,2022-11-16 14:29:51.500000000
1668608991.531,TEST,user-test-000,0x2b,61,4,1,-22,-444,291,757,2022-11-16 14:29:51.530999899
1668608991.562,TEST,user-test-000,0x2b,61,4,1,-21,-441,291,753,2022-11-16 14:29:51.562000036
1668608991.593,TEST,user-test-000,0x2b,61,4,1,-19,-441,287,747,2022-11-16 14:29:51.592999935
1668608991.625,TEST,user-test-000,0x2b,61,4,1,-20,-442,288,750,2022-11-16 14:29:51.625000000
1668608991.656,TEST,user-test-000,0x2b,61,4,1,-21,-443,291,755,2022-11-16 14:29:51.655999899
1668608991.687,TEST,user-test-000,0x2b,61,4,1,-22,-444,294,760,2022-11-16 14:29:51.687000036
1668608991.718,TEST,user-test-000,0x2b,61,4,1,-22,-442,291,755,2022-11-16 14:29:51.717999935
1668608991.75,TEST,user-test-000,0x2b,61,4,1,-23,-442,290,755,2022-11-16 14:29:51.750000000
1668608991.781,TEST,user-test-000,0x2b,61,4,1,-22,-445,291,758,2022-11-16 14:29:51.780999899
1668608991.812,TEST,user-test-000,0x2b,61,4,1,-20,-445,292,757,2022-11-16 14:29:51.812000036
1668608991.843,TEST,user-test-000,0x2b,61,4,1,-22,-439,290,751,2022-11-16 14:29:51.842999935
1668608991.875,TEST,user-test-000,0x2b,61,4,1,-22,-441,289,752,2022-11-16 14:29:51.875000000
1668608991.906,TEST,user-test-000,0x2b,61,4,1,-21,-444,291,756,2022-11-16 14:29:51.905999899
1668608991.937,TEST,user-test-000,0x2b,61,4,1,-21,-444,291,756,2022-11-16 14:29:51.937000036
1668608991.968,TEST,user-test-000,0x2b,61,4,1,-21,-441,288,750,2022-11-16 14:29:51.967999935
1668608992.0,TEST,user-test-000,0x2b,62,4,1,-20,-441,289,750,2022-11-16 14:29:52.000000000
1668608992.031,TEST,user-test-000,0x2b,62,4,1,-21,-440,290,751,2022-11-16 14:29:52.030999899
1668608992.062,TEST,user-test-000,0x2b,62,4,1,-20,-440,289,749,2022-11-16 14:29:52.062000036
1668608992.093,TEST,user-test-000,0x2b,62,4,1,-19,-442,290,751,2022-11-16 14:29:52.092999935
1668608992.125,TEST,user-test-000,0x2b,62,4,1,-23,-442,291,756,2022-11-16 14:29:52.125000000
1668608992.156,TEST,user-test-000,0x2b,62,4,1,-23,-438,291,752,2022-11-16 14:29:52.155999899
1668608992.187,TEST,user-test-000,0x2b,62,4,1,-20,-438,290,748,2022-11-16 14:29:52.187000036
1668608992.218,TEST,user-test-000,0x2b,62,4,1,-19,-439,291,749,2022-11-16 14:29:52.217999935
1668608992.25,TEST,user-test-000,0x2b,62,4,1,-23,-442,291,756,2022-11-16 14:29:52.250000000
1668608992.281,TEST,user-test-000,0x2b,62,4,1,-21,-442,295,758,2022-11-16 14:29:52.280999899
1668608992.312,TEST,user-test-000,0x2b,62,4,1,-22,-442,292,756,2022-11-16 14:29:52.312000036
1668608992.343,TEST,user-test-000,0x2b,62,4,1,-21,-443,290,754,2022-11-16 14:29:52.342999935
1668608992.375,TEST,user-test-000,0x2b,62,4,1,-21,-445,291,757,2022-11-16 14:29:52.375000000
