time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp
1668606320.0,TEST,user-test-000,0x2b,206,4,1,-22,-37,512,571,2022-11-16 13:45:20.000000000
1668606320.031,TEST,user-test-000,0x2b,206,4,1,-23,-37,513,573,2022-11-16 13:45:20.030999899
1668606320.062,TEST,user-test-000,0x2b,206,4,1,-23,-37,513,573,2022-11-16 13:45:20.062000036
1668606320.093,TEST,user-test-000,0x2b,206,4,1,-23,-36,512,571,2022-11-16 13:45:20.092999935
1668606320.125,TEST,user-test-000,0x2b,206,4,1,-22,-36,512,570,2022-11-16 13:45:20.125000000
1668606320.156,TEST,user-test-000,0x2b,206,4,1,-22,-38,512,572,2022-11-16 13:45:20.155999899
1668606320.187,TEST,user-test-000,0x2b,206,4,1,-26,-38,512,576,2022-11-16 13:45:20.187000036
1668606320.218,TEST,user-test-000,0x2b,206,4,1,-24,-36,513,573,2022-11-16 13:45:20.217999935
1668606320.25,TEST,user-test-000,0x2b,206,4,1,-22,-35,512,569,2022-11-16 13:45:20.250000000
1668606320.281,TEST,user-test-000,0x2b,206,4,1,-22,-36,511,569,2022-11-16 13:45:20.280999899
1668606320.312,TEST,user-test-000,0x2b,206,4,1,-23,-36,511,570,2022-11-16 13:45:20.312000036
1668606320.343,TEST,user-test-000,0x2b,206,4,1,-24,-34,514,572,2022-11-16 13:45:20.342999935
1668606320.375,TEST,user-test-000,0x2b,206,4,1,-23,-35,514,572,2022-11-16 13:45:20.375000000
1668606320.406,TEST,user-test-000,0x2b,206,4,1,-21,-36,512,569,2022-11-16 13:45:20.405999899
1668606320.437,TEST,user-test-000,0x2b,206,4,1,-22,-35,512,569,2022-11-16 13:45:20.437000036
1668606320.468,TEST,user-test-000,0x2b,206,4,1,-26,-35,512,573,2022-11-16 13:45:20.467999935
1668606320.5,TEST,user-test-000,0x2b,206,4,1,-25,-37,513,575,2022-11-16 13:45:20.500000000
1668606320.531,TEST,user-test-000,0x2b,206,4,1,-23,-36,511,570,2022-11-16 13:45:20.530999899
1668606320.562,TEST,user-test-000,0x2b,206,4,1,-24,-35,508,567,2022-11-16 13:45:20.562000036
1668606320.593,TEST,user-test-000,0x2b,206,4,1,-26,-36,508,570,2022-11-16 13:45:20.592999935
1668606320.625,TEST,user-test-000,0x2b,206,4,1,-23,-36,510,569,2022-11-16 13:45:20.625000000
1668606320.656,TEST,user-test-000,0x2b,206,4,1,-22,-37,512,571,2022-11-16 13:45:20.655999899
1668606320.687,TEST,user-test-000,0x2b,206,4,1,-23,-36,513,572,2022-11-16 13:45:20.687000036
1668606320.718,TEST,user-test-000,0x2b,206,4,1,-24,-35,509,568,2022-11-16 13:45:20.717999935
1668606320.75,TEST,user-test-000,0x2b,206,4,1,-22,-37,509,568,2022-11-16 13:45:20.750000000
1668606320.781,TEST,user-test-000,0x2b,206,4,1,-23,-35,510,568,2022-11-16 13:45:20.780999899
1668606320.812,TEST,user-test-000,0x2b,206,4,1,-24,-34,510,568,2022-11-16 13:45:20.812000036
1668606320.843,TEST,user-test-000,0x2b,206,4,1,-25,-34,509,568,2022-11-16 13:45:20.842999935
1668606320.875,TEST,user-test-000,0x2b,206,4,1,-23,-35,509,567,2022-11-16 13:45:20.875000000
1668606320.906,TEST,user-test-000,0x2b,206,4,1,-24,-36,512,572,2022-11-16 13:45:20.905999899
1668606320.937,TEST,user-test-000,0x2b,206,4,1,-24,-36,512,572,2022-11-16 13:45:20.937000036
1668606320.968,TEST,user-test-000,0x2b,206,4,1,-23,-35,511,569,2022-11-16 13:45:20.967999935
1668606321.0,TEST,user-test-000,0x2b,207,4,1,-24,-33,513,570,2022-11-16 13:45:21.000000000
1668606321.031,TEST,user-test-000,0x2b,207,4,1,-23,-32,512,567,2022-11-16 13:45:21.030999899
1668606321.062,TEST,user-test-000,0x2b,207,4,1,-22,-34,511,567,2022-11-16 13:45:21.062000036
1668606321.093,TEST,user-test-000,0x2b,207,4,1,-23,-36,510,569,2022-11-16 13:45:21.092999935
1668606321.125,TEST,user-test-000,0x2b,207,4,1,-23,-35,510,568,2022-11-16 13:45:21.125000000
1668606321.156,TEST,user-test-000,0x2b,207,4,1,-23,-35,513,571,2022-11-16 13:45:21.155999899
1668606321.187,TEST,user-test-000,0x2b,207,4,1,-23,-36,508,567,2022-11-16 13:45:21.187000036
1668606321.218,TEST,user-test-000,0x2b,207,4,1,-23,-37,507,567,2022-11-16 13:45:21.217999935
1668606321.25,TEST,user-test-000,0x2b,207,4,1,-23,-38,510,571,2022-11-16 13:45:21.250000000
1668606321.281,TEST,user-test-000,0x2b,207,4,1,-23,-39,510,572,2022-11-16 13:45:21.280999899
1668606321.312,TEST,user-test-000,0x2b,207,4,1,-24,-38,512,574,2022-11-16 13:45:21.312000036
1668606321.343,TEST,user-test-000,0x2b,207,4,1,-23,-37,513,573,2022-11-16 13:45:21.342999935
1668606321.375,TEST,user-test-000,0x2b,207,4,1,-23,-37,512,572,2022-11-16 13:45:21.375000000
1668606321.406,TEST,user-test-000,0x2b,207,4,1,-23,-35,511,569,2022-11-16 13:45:21.405999899
1668606321.437,TEST,user-test-000,0x2b,207,4,1,-22,-34,511,567,2022-11-16 13:45:21.437000036
1668606321.468,TEST,user-test-000,0x2b,207,4,1,-21,-37,511,569,2022-11-16 13:45:21.467999935
1668606321.5,TEST,user-test-000,0x2b,207,4,1,-21,-37,511,569,2022-11-16 13:45:21.500000000
1668606321.531,TEST,user-test-000,0x2b,207,4,1,-22,-36,512,570,2022-11-16 13:45:21.530999899
1668606321.562,TEST,user-test-000,0x2b,207,4,1,-21,-39,512,572,2022-11-16 13:45:21.562000036
1668606321.593,TEST,user-test-000,0x2b,207,4,1,-24,-37,514,575,2022-11-16 13:45:21.592999935
1668606321.625,TEST,user-test-000,0x2b,207,4,1,-23,-36,512,571,2022-11-16 13:45:21.625000000
1668606321.656,TEST,user-test-000,0x2b,207,4,1,-22,-37,511,570,2022-11-16 13:45:21.655999899
1668606321.687,TEST,user-test-000,0x2b,207,4,1,-24,-39,513,576,2022-11-16 13:45:21.687000036
1668606321.718,TEST,user-test-000,0x2b,207,4,1,-24,-36,513,573,2022-11-16 13:45:21.717999935
1668606321.75,TEST,user-test-000,0x2b,207,4,1,-23,-36,511,570,2022-11-16 13:45:21.750000000
1668606321.781,TEST,user-test-000,0x2b,207,4,1,-24,-37,511,572,2022-11-16 13:45:21.780999899
1668606321.812,TEST,user-test-000,0x2b,207,4,1,-24,-37,512,573,2022-11-16 13:45:21.812000036
1668606321.843,TEST,user-test-000,0x2b,207,4,1,-21,-33,508,562,2022-11-16 13:45:21.842999935
1668606321.875,TEST,user-test-000,0x2b,207,4,1,-25,-35,509,569,2022-11-16 13:45:21.875000000
1668606321.906,TEST,user-test-000,0x2b,207,4,1,-26,-37,510,573,2022-11-16 13:45:21.905999899
1668606321.937,TEST,user-test-000,0x2b,207,4,1,-25,-36,511,572,2022-11-16 13:45:21.937000036
1668606321.968,TEST,user-test-000,0x2b,207,4,1,-22,-35,514,571,2022-11-16 13:45:21.967999935
1668606322.0,TEST,user-test-000,0x2b,208,4,1,-20,-35,510,565,2022-11-16 13:45:22.000000000
1668606322.031,TEST,user-test-000,0x2b,208,4,1,-20,-34,511,565,2022-11-16 13:45:22.030999899
1668606322.062,TEST,user-test-000,0x2b,208,4,1,-21,-35,511,567,2022-11-16 13:45:22.062000036
1668606322.093,TEST,user-test-000,0x2b,208,4,1,-20,-36,510,566,2022-11-16 13:45:22.092999935
1668606322.125,TEST,user-test-000,0x2b,208,4,1,-20,-36,511,567,2022-11-16 13:45:22.125000000
1668606322.156,TEST,user-test-000,0x2b,208,4,1,-22,-36,513,571,2022-11-16 13:45:22.155999899
1668606322.187,TEST,user-test-000,0x2b,208,4,1,-23,-37,512,572,2022-11-16 13:45:22.187000036
1668606322.218,TEST,user-test-000,0x2b,208,4,1,-22,-37,511,570,2022-11-16 13:45:22.217999935
1668606322.25,TEST,user-test-000,0x2b,208,4,1,-23,-36,510,569,2022-11-16 13:45:22.250000000
1668606322.281,TEST,user-test-000,0x2b,208,4,1,-24,-36,507,567,2022-11-16 13:45:22.280999899
1668606322.312,TEST,user-test-000,0x2b,208,4,1,-24,-37,510,571,2022-11-16 13:45:22.312000036
1668606322.343,TEST,user-test-000,0x2b,208,4,1,-26,-36,512,574,2022-11-16 13:45:22.342999935
1668606322.375,TEST,user-test-000,0x2b,208,4,1,-27,-35,512,574,2022-11-16 13:45:22.375000000
1668606322.406,TEST,user-test-000,0x2b,208,4,1,-22,-36,512,570,2022-11-16 13:45:22.405999899
1668606322.437,TEST,user-test-000,0x2b,208,4,1,-21,-36,514,571,2022-11-16 13:45:22.437000036
1668606322.468,TEST,user-test-000,0x2b,208,4,1,-23,-35,514,572,2022-11-16 13:45:22.467999935
1668606322.5,TEST,user-test-000,0x2b,208,4,1,-26,-34,512,572,2022-11-16 13:45:22.500000000
1668606322.531,TEST,user-test-000,0x2b,208,4,1,-24,-35,512,571,2022-11-16 13:45:22.530999899
1668606322.562,TEST,user-test-000,0x2b,208,4,1,-23,-35,511,569,2022-11-16 13:45:22.562000036
1668606322.593,TEST,user-test-000,0x2b,208,4,1,-23,-38,510,571,2022-11-16 13:45:22.592999935
1668606322.625,TEST,user-test-000,0x2b,208,4,1,-23,-39,512,574,2022-11-16 13:45:22.625000000
1668606322.656,TEST,user-test-000,0x2b,208,4,1,-22,-35,515,572,2022-11-16 13:45:22.655999899
