time,projectId,userId,device1,device1_value0,device1_value1,device1_value2,device1_value3,device1_value4,device1_value5,device1_value6,device1_value7,device1_value8,device1_value9,device1_value10,device1_value11,device1_value12,device2,device2_value0,device2_value1,device2_value2,device2_value3,device2_value4,device2_value5,device2_value6,device2_value7,device2_value8,device2_value9,device2_value10,device2_value11,device2_value12,1d_signal,timestamp,alignment_point
1667900291.5766115,SCAI-SENSEI,sensei-103,Sensomative_3001,38,0,38,14,111,109,99,144,34,14,2,13,121,Sensomative_3755,10,3,1,1,0,0,19,6,42,50,6,4,33,737,2022-11-08 09:38:11.576611519,
1667900291.692323,SCAI-SENSEI,sensei-103,Sensomative_3001,35,0,37,12,112,110,100,145,35,14,2,15,122,Sensomative_3755,10,3,0,1,0,0,21,7,42,52,6,4,34,739,2022-11-08 09:38:11.692322969,
1667900291.7751167,SCAI-SENSEI,sensei-103,Sensomative_3001,32,0,39,13,114,112,102,146,37,14,1,16,123,Sensomative_3755,10,3,0,1,0,0,22,6,42,52,7,4,35,749,2022-11-08 09:38:11.775116682,
1667900291.890828,SCAI-SENSEI,sensei-103,Sensomative_3001,28,0,43,15,119,116,103,144,38,16,1,16,124,Sensomative_3755,11,4,2,2,0,0,20,0,42,49,6,4,36,763,2022-11-08 09:38:11.890827894,
1667900291.9736218,SCAI-SENSEI,sensei-103,Sensomative_3001,23,0,43,16,123,121,101,137,39,16,2,16,125,Sensomative_3755,11,5,5,7,2,1,12,0,35,35,5,4,37,762,2022-11-08 09:38:11.973621845,
1667900292.1052938,SCAI-SENSEI,sensei-103,Sensomative_3001,22,0,42,17,127,124,96,128,37,15,2,15,126,Sensomative_3755,11,6,6,11,3,2,3,0,26,23,4,4,38,751,2022-11-08 09:38:12.105293751,
1667900292.1711297,SCAI-SENSEI,sensei-103,Sensomative_3001,25,0,43,19,132,124,92,121,36,14,2,13,127,Sensomative_3755,11,7,7,15,3,2,0,0,16,16,4,1,39,748,2022-11-08 09:38:12.171129704,
1667900292.303799,SCAI-SENSEI,sensei-103,Sensomative_3001,28,0,44,19,134,124,88,114,35,13,2,11,128,Sensomative_3755,11,7,7,15,3,2,0,0,16,16,4,1,39,740,2022-11-08 09:38:12.303798914,
1667900292.3706324,SCAI-SENSEI,sensei-103,Sensomative_3001,27,0,43,20,134,125,90,116,35,13,2,12,129,Sensomative_3755,10,9,7,11,3,1,0,0,4,9,2,0,41,746,2022-11-08 09:38:12.370632410,
1667900292.502304,SCAI-SENSEI,sensei-103,Sensomative_3001,24,0,42,20,133,126,93,121,36,14,1,14,130,Sensomative_3755,13,9,7,11,3,0,0,0,4,11,1,0,42,754,2022-11-08 09:38:12.502304077,
1667900292.5850978,SCAI-SENSEI,sensei-103,Sensomative_3001,24,0,40,20,131,126,93,122,37,15,2,14,131,Sensomative_3755,12,9,6,11,3,0,0,0,4,12,0,0,43,755,2022-11-08 09:38:12.585097790,
1667900292.699812,SCAI-SENSEI,sensei-103,Sensomative_3001,28,1,38,18,129,125,93,123,36,14,2,14,132,Sensomative_3755,12,9,6,11,3,0,0,0,5,14,1,0,44,753,2022-11-08 09:38:12.699811935,
1667900292.7826054,SCAI-SENSEI,sensei-103,Sensomative_3001,28,0,37,19,129,125,95,126,37,14,2,14,133,Sensomative_3755,13,9,7,11,3,0,0,0,7,19,0,0,45,759,2022-11-08 09:38:12.782605410,
1667900292.898317,SCAI-SENSEI,sensei-103,Sensomative_3001,25,0,38,18,132,126,97,129,37,14,2,15,134,Sensomative_3755,13,10,7,12,4,0,0,0,9,25,0,1,46,767,2022-11-08 09:38:12.898317099,
1667900292.9811108,SCAI-SENSEI,sensei-103,Sensomative_3001,26,0,39,18,133,126,97,129,35,14,1,16,135,Sensomative_3755,12,9,6,11,4,0,0,0,12,29,1,1,47,769,2022-11-08 09:38:12.981110811,
