time,projectId,userId,device1,device1_value0,device1_value1,device1_value2,device1_value3,device1_value4,device1_value5,device1_value6,device1_value7,device1_value8,device1_value9,device1_value10,device1_value11,device1_value12,device2,device2_value0,device2_value1,device2_value2,device2_value3,device2_value4,device2_value5,device2_value6,device2_value7,device2_value8,device2_value9,device2_value10,device2_value11,device2_value12,1d_signal,timestamp,alignment_point
1667900290.5766115,SCAI-SENSEI,sensei-103,Sensomative_3001,38,0,38,14,111,109,99,144,34,14,2,13,121,Sensomative_3755,10,3,1,1,0,0,19,6,42,50,6,4,33,737,2022-11-08 09:38:10.576611519,
1667900290.692323,SCAI-SENSEI,sensei-103,Sensomative_3001,35,0,37,12,112,110,100,145,35,14,2,15,122,Sensomative_3755,10,3,0,1,0,0,21,7,42,52,6,4,34,739,2022-11-08 09:38:10.692322969,
1667900290.7751167,SCAI-SENSEI,sensei-103,Sensomative_3001,32,0,39,13,114,112,102,146,37,14,1,16,123,Sensomative_3755,10,3,0,1,0,0,22,6,42,52,7,4,35,749,2022-11-08 09:38:10.775116682,
1667900290.890828,SCAI-SENSEI,sensei-103,Sensomative_3001,28,0,43,15,119,116,103,144,38,16,1,16,124,Sensomative_3755,11,4,2,2,0,0,20,0,42,49,6,4,36,763,2022-11-08 09:38:10.890827894,
1667900290.9736218,SCAI-SENSEI,sensei-103,Sensomative_3001,23,0,43,16,123,121,101,137,39,16,2,16,125,Sensomative_3755,11,5,5,7,2,1,12,0,35,35,5,4,37,762,2022-11-08 09:38:10.973621845,
1667900291.1052938,SCAI-SENSEI,sensei-103,Sensomative_3001,22,0,42,17,127,124,96,128,37,15,2,15,126,Sensomative_3755,11,6,6,11,3,2,3,0,26,23,4,4,38,751,2022-11-08 09:38:11.105293751,
1667900291.1711297,SCAI-SENSEI,sensei-103,Sensomative_3001,25,0,43,19,132,124,92,121,36,14,2,13,127,Sensomative_3755,11,7,7,15,3,2,0,0,16,16,4,1,39,748,2022-11-08 09:38:11.171129704,
1667900291.303799,SCAI-SENSEI,sensei-103,Sensomative_3001,28,0,44,19,134,124,88,114,35,13,2,11,128,Sensomative_3755,11,7,7,15,3,2,0,0,16,16,4,1,39,740,2022-11-08 09:38:11.303798914,
1667900291.3706324,SCAI-SENSEI,sensei-103,Sensomative_3001,27,0,43,20,134,125,90,116,35,13,2,12,129,Sensomative_3755,10,9,7,11,3,1,0,0,4,9,2,0,41,746,2022-11-08 09:38:11.370632410,
1667900291.502304,SCAI-SENSEI,sensei-103,Sensomative_3001,24,0,42,20,133,126,93,121,36,14,1,14,130,Sensomative_3755,13,9,7,11,3,0,0,0,4,11,1,0,42,754,2022-11-08 09:38:11.502304077,
