time,projectId,userId,device1,device1_value0,device1_value1,device1_value2,device1_value3,device1_value4,device1_value5,device1_value6,device1_value7,device1_value8,device1_value9,device1_value10,device1_value11,device1_value12,device2,device2_value0,device2_value1,device2_value2,device2_value3,device2_value4,device2_value5,device2_value6,device2_value7,device2_value8,device2_value9,device2_value10,device2_value11,device2_value12,1d_signal,timestamp,alignment_point
1668606322.8272338,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,210,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,235,219,2022-11-16 13:45:22.827233791,
1668606322.943444,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,211,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,236,220,2022-11-16 13:45:22.943444014,
1668606323.0275965,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,212,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,238,221,2022-11-16 13:45:23.027596474,
1668606323.158834,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,213,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,238,222,2022-11-16 13:45:23.158833981,
1668606323.2259555,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,214,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,239,223,2022-11-16 13:45:23.225955486,
1668606323.3601987,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,215,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,241,224,2022-11-16 13:45:23.360198736,
1668606323.4253166,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,216,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,241,225,2022-11-16 13:45:23.425316572,
1668606323.5575562,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,217,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,242,226,2022-11-16 13:45:23.557556152,
1668606323.6236758,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,218,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,243,227,2022-11-16 13:45:23.623675823,
1668606323.757919,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,219,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,245,228,2022-11-16 13:45:23.757919073,
1668606323.839066,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,220,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,245,229,2022-11-16 13:45:23.839066029,
1668606323.9552765,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,221,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,246,230,2022-11-16 13:45:23.955276489,
1668606324.0384269,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,222,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,247,231,2022-11-16 13:45:24.038426876,
1668606324.154637,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,223,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,248,232,2022-11-16 13:45:24.154637098,
1668606324.237788,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,224,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,249,233,2022-11-16 13:45:24.237787962,
1668606324.3529966,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,225,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,250,234,2022-11-16 13:45:24.352996588,
1668606324.4361472,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,226,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,251,235,2022-11-16 13:45:24.436147213,
1668606324.5493522,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,227,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,252,236,2022-11-16 13:45:24.549352169,
1668606324.63651,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,228,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,253,237,2022-11-16 13:45:24.636509895,
1668606324.7527204,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,229,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,254,238,2022-11-16 13:45:24.752720356,
1668606324.8348691,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,230,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,255,239,2022-11-16 13:45:24.834869146,
1668606324.9510796,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,231,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,0,240,2022-11-16 13:45:24.951079607,
1668606325.0332284,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,232,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,1,241,2022-11-16 13:45:25.033228397,
1668606325.1504407,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,233,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,2,242,2022-11-16 13:45:25.150440693,
1668606325.2335913,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,234,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,3,243,2022-11-16 13:45:25.233591318,
1668606325.3457944,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,235,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,4,244,2022-11-16 13:45:25.345794439,
1668606325.428945,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,236,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,5,245,2022-11-16 13:45:25.428945065,
1668606325.5611844,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,237,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,6,246,2022-11-16 13:45:25.561184406,
1668606325.682404,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,238,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,7,247,2022-11-16 13:45:25.682404041,
1668606325.762549,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,239,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,8,248,2022-11-16 13:45:25.762548923,
1668606325.8797617,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,240,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,9,249,2022-11-16 13:45:25.879761696,
1668606325.9629118,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,241,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,10,250,2022-11-16 13:45:25.962911844,
1668606326.0791223,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,242,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,11,251,2022-11-16 13:45:26.079122305,
1668606326.162273,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,243,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,12,252,2022-11-16 13:45:26.162272930,
1668606326.2804868,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,244,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,14,253,2022-11-16 13:45:26.280486822,
1668606326.361634,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,245,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,14,254,2022-11-16 13:45:26.361634016,
1668606326.4768426,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,246,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,15,255,2022-11-16 13:45:26.476842642,
1668606326.560995,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,247,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,16,256,2022-11-16 13:45:26.560995102,
1668606326.6762035,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,248,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,17,257,2022-11-16 13:45:26.676203489,
1668606326.759354,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,249,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,18,258,2022-11-16 13:45:26.759354115,
1668606326.8755646,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,250,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,19,259,2022-11-16 13:45:26.875564575,
1668606326.9577134,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,251,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,20,260,2022-11-16 13:45:26.957713366,
1668606327.0739238,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,252,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,21,261,2022-11-16 13:45:27.073923826,
1668606327.1580763,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,253,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,22,262,2022-11-16 13:45:27.158076286,
1668606327.2762904,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,254,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,23,263,2022-11-16 13:45:27.276290417,
1668606327.3594408,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,255,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,25,264,2022-11-16 13:45:27.359440804,
1668606327.4746494,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,0,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,25,9,2022-11-16 13:45:27.474649429,
1668606327.5567982,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,1,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,26,10,2022-11-16 13:45:27.556798220,
1668606327.6720068,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,2,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,27,11,2022-11-16 13:45:27.672006845,
1668606327.80625,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,3,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,28,12,2022-11-16 13:45:27.806250095,
1668606327.8723698,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,4,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,29,13,2022-11-16 13:45:27.872369766,
1668606327.956522,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,5,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,30,14,2022-11-16 13:45:27.956521988,
1668606328.0877595,SCAI-SENSEI,sensei-188,Sensomative_3001,3,0,0,0,2,0,0,4,0,0,0,0,6,Sensomative_3755,0,0,2,0,0,0,0,0,0,0,0,0,31,15,2022-11-16 13:45:28.087759495,
