time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp
1667897840.0,TEST,user-test-000,0x2b,46,4,1,312,-312,-492,1116,2022-11-08 08:57:20.000000000
1667897840.031,TEST,user-test-000,0x2b,46,4,1,132,-368,-218,718,2022-11-08 08:57:20.030999899
1667897840.062,TEST,user-test-000,0x2b,46,4,1,64,-373,-17,454,2022-11-08 08:57:20.062000036
1667897840.093,TEST,user-test-000,0x2b,46,4,1,157,-332,-31,520,2022-11-08 08:57:20.092999935
1667897840.125,TEST,user-test-000,0x2b,46,4,1,270,-292,-290,852,2022-11-08 08:57:20.125000000
1667897840.156,TEST,user-test-000,0x2b,46,4,1,369,-311,-440,1120,2022-11-08 08:57:20.155999899
1667897840.187,TEST,user-test-000,0x2b,46,4,1,370,-356,-409,1135,2022-11-08 08:57:20.187000036
1667897840.218,TEST,user-test-000,0x2b,46,4,1,250,-372,-282,904,2022-11-08 08:57:20.217999935
1667897840.25,TEST,user-test-000,0x2b,46,4,1,237,-366,-232,835,2022-11-08 08:57:20.250000000
1667897840.281,TEST,user-test-000,0x2b,46,4,1,292,-337,-250,879,2022-11-08 08:57:20.280999899
1667897840.312,TEST,user-test-000,0x2b,46,4,1,317,-314,-291,922,2022-11-08 08:57:20.312000036
1667897840.343,TEST,user-test-000,0x2b,46,4,1,327,-300,-313,940,2022-11-08 08:57:20.342999935
1667897840.375,TEST,user-test-000,0x2b,46,4,1,335,-293,-314,942,2022-11-08 08:57:20.375000000
1667897840.406,TEST,user-test-000,0x2b,46,4,1,357,-289,-325,971,2022-11-08 08:57:20.405999899
1667897840.437,TEST,user-test-000,0x2b,46,4,1,471,-289,-314,1074,2022-11-08 08:57:20.437000036
1667897840.468,TEST,user-test-000,0x2b,46,4,1,407,-306,-226,939,2022-11-08 08:57:20.467999935
1667897840.5,TEST,user-test-000,0x2b,46,4,1,230,-320,-100,650,2022-11-08 08:57:20.500000000
1667897840.531,TEST,user-test-000,0x2b,46,4,1,231,-330,0,561,2022-11-08 08:57:20.530999899
1667897840.562,TEST,user-test-000,0x2b,46,4,1,446,-338,37,821,2022-11-08 08:57:20.562000036
1667897840.593,TEST,user-test-000,0x2b,46,4,1,382,-342,20,744,2022-11-08 08:57:20.592999935
1667897840.625,TEST,user-test-000,0x2b,46,4,1,442,-342,-43,827,2022-11-08 08:57:20.625000000
1667897840.656,TEST,user-test-000,0x2b,46,4,1,435,-334,-47,816,2022-11-08 08:57:20.655999899
1667897840.687,TEST,user-test-000,0x2b,46,4,1,402,-329,-53,784,2022-11-08 08:57:20.687000036
1667897840.718,TEST,user-test-000,0x2b,46,4,1,378,-327,-70,775,2022-11-08 08:57:20.717999935
1667897840.75,TEST,user-test-000,0x2b,46,4,1,415,-327,-80,822,2022-11-08 08:57:20.750000000
1667897840.781,TEST,user-test-000,0x2b,46,4,1,439,-323,-65,827,2022-11-08 08:57:20.780999899
1667897840.812,TEST,user-test-000,0x2b,46,4,1,438,-321,-50,809,2022-11-08 08:57:20.812000036
1667897840.843,TEST,user-test-000,0x2b,46,4,1,418,-321,-41,780,2022-11-08 08:57:20.842999935
1667897840.875,TEST,user-test-000,0x2b,46,4,1,427,-315,-48,790,2022-11-08 08:57:20.875000000
1667897840.906,TEST,user-test-000,0x2b,46,4,1,423,-310,-49,782,2022-11-08 08:57:20.905999899
1667897840.937,TEST,user-test-000,0x2b,46,4,1,421,-305,-51,777,2022-11-08 08:57:20.937000036
1667897840.968,TEST,user-test-000,0x2b,46,4,1,425,-300,-55,780,2022-11-08 08:57:20.967999935
1667897841.0,TEST,user-test-000,0x2b,47,4,1,425,-295,-62,782,2022-11-08 08:57:21.000000000
1667897841.031,TEST,user-test-000,0x2b,47,4,1,423,-292,-70,785,2022-11-08 08:57:21.030999899
1667897841.062,TEST,user-test-000,0x2b,47,4,1,419,-289,-76,784,2022-11-08 08:57:21.062000036
1667897841.093,TEST,user-test-000,0x2b,47,4,1,411,-285,-79,775,2022-11-08 08:57:21.092999935
1667897841.125,TEST,user-test-000,0x2b,47,4,1,416,-283,-90,789,2022-11-08 08:57:21.125000000
1667897841.156,TEST,user-test-000,0x2b,47,4,1,375,-291,-79,745,2022-11-08 08:57:21.155999899
1667897841.187,TEST,user-test-000,0x2b,47,4,1,277,-296,-88,661,2022-11-08 08:57:21.187000036
1667897841.218,TEST,user-test-000,0x2b,47,4,1,106,-277,-163,546,2022-11-08 08:57:21.217999935
1667897841.25,TEST,user-test-000,0x2b,47,4,1,295,-326,-502,1123,2022-11-08 08:57:21.250000000
1667897841.281,TEST,user-test-000,0x2b,47,4,1,405,-302,-549,1256,2022-11-08 08:57:21.280999899
1667897841.312,TEST,user-test-000,0x2b,47,4,1,380,-235,-398,1013,2022-11-08 08:57:21.312000036
1667897841.343,TEST,user-test-000,0x2b,47,4,1,146,-198,-292,636,2022-11-08 08:57:21.342999935
1667897841.375,TEST,user-test-000,0x2b,47,4,1,128,-221,-452,801,2022-11-08 08:57:21.375000000
1667897841.406,TEST,user-test-000,0x2b,47,4,1,166,-238,-529,933,2022-11-08 08:57:21.405999899
1667897841.437,TEST,user-test-000,0x2b,47,4,1,226,-242,-497,965,2022-11-08 08:57:21.437000036
1667897841.468,TEST,user-test-000,0x2b,47,4,1,273,-241,-466,980,2022-11-08 08:57:21.467999935
1667897841.5,TEST,user-test-000,0x2b,47,4,1,405,-234,-500,1139,2022-11-08 08:57:21.500000000
1667897841.531,TEST,user-test-000,0x2b,47,4,1,463,-210,-390,1063,2022-11-08 08:57:21.530999899
1667897841.562,TEST,user-test-000,0x2b,47,4,1,445,-210,-186,841,2022-11-08 08:57:21.562000036
1667897841.593,TEST,user-test-000,0x2b,47,4,1,379,-282,4,665,2022-11-08 08:57:21.592999935
1667897841.625,TEST,user-test-000,0x2b,47,4,1,194,-313,186,693,2022-11-08 08:57:21.625000000
1667897841.656,TEST,user-test-000,0x2b,47,4,1,194,-276,262,732,2022-11-08 08:57:21.655999899
1667897841.687,TEST,user-test-000,0x2b,47,4,1,306,-240,276,822,2022-11-08 08:57:21.687000036
1667897841.718,TEST,user-test-000,0x2b,47,4,1,435,-234,274,943,2022-11-08 08:57:21.717999935
1667897841.75,TEST,user-test-000,0x2b,47,4,1,367,-228,346,941,2022-11-08 08:57:21.750000000
1667897841.781,TEST,user-test-000,0x2b,47,4,1,271,-227,378,876,2022-11-08 08:57:21.780999899
