time,projectId,userId,device1,device1_value0,device1_value1,device1_value2,device1_value3,device1_value4,device1_value5,device1_value6,device1_value7,device1_value8,device1_value9,device1_value10,device1_value11,device1_value12,device2,device2_value0,device2_value1,device2_value2,device2_value3,device2_value4,device2_value5,device2_value6,device2_value7,device2_value8,device2_value9,device2_value10,device2_value11,device2_value12,1d_signal,timestamp
1667912840.006,SCAI-SENSEI,sensei-178,Sensomative_2968,27,0,0,0,7,0,0,6,0,0,0,0,122,Sensomative_2811,0,4,1,3,0,0,2,0,1,0,0,0,188,162,2022-11-08 13:07:20.006000042
1667912840.088,SCAI-SENSEI,sensei-178,Sensomative_2968,28,0,0,0,7,0,0,7,0,0,0,0,123,Sensomative_2811,0,4,1,3,0,0,1,0,1,0,0,0,189,165,2022-11-08 13:07:20.088000059
1667912840.205,SCAI-SENSEI,sensei-178,Sensomative_2968,27,0,0,0,7,0,0,8,0,0,0,0,124,Sensomative_2811,0,4,1,3,0,0,1,0,1,0,0,0,190,166,2022-11-08 13:07:20.204999924
1667912840.287,SCAI-SENSEI,sensei-178,Sensomative_2968,29,0,0,0,7,0,0,8,0,0,0,0,125,Sensomative_2811,0,4,1,3,0,0,2,0,1,0,0,0,191,169,2022-11-08 13:07:20.286999941
1667912840.403,SCAI-SENSEI,sensei-178,Sensomative_2968,29,0,0,0,7,0,0,8,0,0,0,0,126,Sensomative_2811,0,4,1,3,0,0,1,0,1,0,0,0,192,170,2022-11-08 13:07:20.403000116
1667912840.487,SCAI-SENSEI,sensei-178,Sensomative_2968,29,0,0,0,6,0,0,8,0,0,0,0,127,Sensomative_2811,0,4,1,4,0,0,1,0,1,0,0,0,193,170,2022-11-08 13:07:20.486999989
1667912840.604,SCAI-SENSEI,sensei-178,Sensomative_2968,28,0,0,0,6,0,0,8,0,0,0,0,128,Sensomative_2811,0,4,1,4,0,0,1,0,1,0,0,0,194,170,2022-11-08 13:07:20.604000092
1667912840.685,SCAI-SENSEI,sensei-178,Sensomative_2968,29,0,0,0,7,0,0,8,0,0,0,0,129,Sensomative_2811,0,4,1,4,0,0,1,0,1,0,0,0,195,173,2022-11-08 13:07:20.684999943
1667912840.801,SCAI-SENSEI,sensei-178,Sensomative_2968,29,0,0,0,6,0,0,8,0,0,0,0,130,Sensomative_2811,0,4,1,4,0,0,1,0,1,0,0,0,196,173,2022-11-08 13:07:20.801000118
1667912840.883,SCAI-SENSEI,sensei-178,Sensomative_2968,29,0,0,0,7,0,0,8,0,0,0,0,131,Sensomative_2811,0,4,1,4,0,0,1,0,1,0,0,0,197,175,2022-11-08 13:07:20.882999897
1667912841.016,SCAI-SENSEI,sensei-178,Sensomative_2968,29,0,0,0,7,0,0,8,0,0,0,0,132,Sensomative_2811,0,4,1,4,0,0,1,0,1,0,0,0,198,176,2022-11-08 13:07:21.016000032
1667912841.083,SCAI-SENSEI,sensei-178,Sensomative_2968,29,0,0,0,6,0,0,8,0,0,0,0,133,Sensomative_2811,0,4,1,4,0,0,1,0,1,0,0,0,199,176,2022-11-08 13:07:21.082999945
1667912841.216,SCAI-SENSEI,sensei-178,Sensomative_2968,29,0,0,0,6,0,0,8,0,0,0,0,134,Sensomative_2811,0,4,1,4,0,0,1,0,1,0,0,0,200,177,2022-11-08 13:07:21.216000080
1667912841.282,SCAI-SENSEI,sensei-178,Sensomative_2968,29,0,0,0,6,0,0,8,0,0,0,0,135,Sensomative_2811,0,4,1,4,0,0,1,0,1,0,0,0,201,178,2022-11-08 13:07:21.282000065
1667912841.414,SCAI-SENSEI,sensei-178,Sensomative_2968,28,0,0,0,6,0,0,8,0,0,0,0,136,Sensomative_2811,0,4,1,4,0,0,2,0,1,0,0,0,202,178,2022-11-08 13:07:21.414000034
1667912841.496,SCAI-SENSEI,sensei-178,Sensomative_2968,27,0,0,0,6,0,0,8,0,0,0,0,137,Sensomative_2811,0,4,1,4,0,0,1,0,1,0,0,0,203,178,2022-11-08 13:07:21.496000051
1667912841.612,SCAI-SENSEI,sensei-178,Sensomative_2968,27,0,0,0,7,0,0,7,0,0,0,0,138,Sensomative_2811,0,4,1,4,0,0,1,0,1,0,0,0,204,179,2022-11-08 13:07:21.611999989
