time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp
1668441530.0,TEST,user-test-000,0x2b,137,4,1,-22,-32,511,565,2022-11-14 15:58:50.000000000
1668441530.031,TEST,user-test-000,0x2b,137,4,1,-22,-33,510,565,2022-11-14 15:58:50.030999899
1668441530.062,TEST,user-test-000,0x2b,137,4,1,-23,-34,510,567,2022-11-14 15:58:50.062000036
1668441530.093,TEST,user-test-000,0x2b,137,4,1,-23,-35,510,568,2022-11-14 15:58:50.092999935
1668441530.125,TEST,user-test-000,0x2b,137,4,1,-23,-32,509,564,2022-11-14 15:58:50.125000000
1668441530.156,TEST,user-test-000,0x2b,137,4,1,-21,-33,510,564,2022-11-14 15:58:50.155999899
1668441530.187,TEST,user-test-000,0x2b,137,4,1,-20,-34,509,563,2022-11-14 15:58:50.187000036
1668441530.218,TEST,user-test-000,0x2b,137,4,1,-19,-36,508,563,2022-11-14 15:58:50.217999935
1668441530.25,TEST,user-test-000,0x2b,137,4,1,-19,-36,507,562,2022-11-14 15:58:50.250000000
1668441530.281,TEST,user-test-000,0x2b,137,4,1,-19,-36,504,559,2022-11-14 15:58:50.280999899
1668441530.312,TEST,user-test-000,0x2b,137,4,1,-18,-36,501,555,2022-11-14 15:58:50.312000036
1668441530.343,TEST,user-test-000,0x2b,137,4,1,-17,-35,500,552,2022-11-14 15:58:50.342999935
1668441530.375,TEST,user-test-000,0x2b,137,4,1,-18,-36,502,556,2022-11-14 15:58:50.375000000
1668441530.406,TEST,user-test-000,0x2b,137,4,1,-20,-36,514,570,2022-11-14 15:58:50.405999899
1668441530.437,TEST,user-test-000,0x2b,137,4,1,-22,-35,513,570,2022-11-14 15:58:50.437000036
1668441530.468,TEST,user-test-000,0x2b,137,4,1,-20,-32,510,562,2022-11-14 15:58:50.467999935
1668441530.5,TEST,user-test-000,0x2b,137,4,1,-18,-30,509,557,2022-11-14 15:58:50.500000000
1668441530.531,TEST,user-test-000,0x2b,137,4,1,-21,-30,506,557,2022-11-14 15:58:50.530999899
1668441530.562,TEST,user-test-000,0x2b,137,4,1,-21,-33,508,562,2022-11-14 15:58:50.562000036
1668441530.593,TEST,user-test-000,0x2b,137,4,1,-10,-29,523,562,2022-11-14 15:58:50.592999935
1668441530.625,TEST,user-test-000,0x2b,137,4,1,-4,-25,533,562,2022-11-14 15:58:50.625000000
1668441530.656,TEST,user-test-000,0x2b,137,4,1,-16,-24,524,564,2022-11-14 15:58:50.655999899
1668441530.687,TEST,user-test-000,0x2b,137,4,1,-16,-27,513,556,2022-11-14 15:58:50.687000036
1668441530.718,TEST,user-test-000,0x2b,137,4,1,-17,-34,516,567,2022-11-14 15:58:50.717999935
1668441530.75,TEST,user-test-000,0x2b,137,4,1,-21,-36,515,572,2022-11-14 15:58:50.750000000
1668441530.781,TEST,user-test-000,0x2b,137,4,1,-23,-33,511,567,2022-11-14 15:58:50.780999899
1668441530.812,TEST,user-test-000,0x2b,137,4,1,-23,-33,517,573,2022-11-14 15:58:50.812000036
1668441530.843,TEST,user-test-000,0x2b,137,4,1,-22,-30,506,558,2022-11-14 15:58:50.842999935
1668441530.875,TEST,user-test-000,0x2b,137,4,1,-23,-32,501,556,2022-11-14 15:58:50.875000000
1668441530.906,TEST,user-test-000,0x2b,137,4,1,-23,-35,501,559,2022-11-14 15:58:50.905999899
1668441530.937,TEST,user-test-000,0x2b,137,4,1,-22,-34,503,559,2022-11-14 15:58:50.937000036
1668441530.968,TEST,user-test-000,0x2b,137,4,1,-22,-31,512,565,2022-11-14 15:58:50.967999935
1668441531.0,TEST,user-test-000,0x2b,138,4,1,-20,-33,512,565,2022-11-14 15:58:51.000000000
1668441531.031,TEST,user-test-000,0x2b,138,4,1,-19,-33,511,563,2022-11-14 15:58:51.030999899
1668441531.062,TEST,user-test-000,0x2b,138,4,1,-20,-31,512,563,2022-11-14 15:58:51.062000036
1668441531.093,TEST,user-test-000,0x2b,138,4,1,-20,-35,515,570,2022-11-14 15:58:51.092999935
1668441531.125,TEST,user-test-000,0x2b,138,4,1,-20,-36,518,574,2022-11-14 15:58:51.125000000
1668441531.156,TEST,user-test-000,0x2b,138,4,1,-22,-37,515,574,2022-11-14 15:58:51.155999899
1668441531.187,TEST,user-test-000,0x2b,138,4,1,-25,-40,514,579,2022-11-14 15:58:51.187000036
1668441531.218,TEST,user-test-000,0x2b,138,4,1,-30,-45,521,596,2022-11-14 15:58:51.217999935
1668441531.25,TEST,user-test-000,0x2b,138,4,1,-16,-41,519,576,2022-11-14 15:58:51.250000000
1668441531.281,TEST,user-test-000,0x2b,138,4,1,-15,-34,509,558,2022-11-14 15:58:51.280999899
1668441531.312,TEST,user-test-000,0x2b,138,4,1,-17,-31,504,552,2022-11-14 15:58:51.312000036
1668441531.343,TEST,user-test-000,0x2b,138,4,1,-19,-35,507,561,2022-11-14 15:58:51.342999935
1668441531.375,TEST,user-test-000,0x2b,138,4,1,-21,-35,504,560,2022-11-14 15:58:51.375000000
1668441531.406,TEST,user-test-000,0x2b,138,4,1,-18,-34,515,567,2022-11-14 15:58:51.405999899
1668441531.437,TEST,user-test-000,0x2b,138,4,1,-20,-32,522,574,2022-11-14 15:58:51.437000036
1668441531.468,TEST,user-test-000,0x2b,138,4,1,-23,-32,520,575,2022-11-14 15:58:51.467999935
1668441531.5,TEST,user-test-000,0x2b,138,4,1,-21,-34,507,562,2022-11-14 15:58:51.500000000
1668441531.531,TEST,user-test-000,0x2b,138,4,1,-19,-31,508,558,2022-11-14 15:58:51.530999899
1668441531.562,TEST,user-test-000,0x2b,138,4,1,-20,-32,512,564,2022-11-14 15:58:51.562000036
1668441531.593,TEST,user-test-000,0x2b,138,4,1,-20,-33,515,568,2022-11-14 15:58:51.592999935
1668441531.625,TEST,user-test-000,0x2b,138,4,1,-20,-33,513,566,2022-11-14 15:58:51.625000000
1668441531.656,TEST,user-test-000,0x2b,138,4,1,-20,-33,510,563,2022-11-14 15:58:51.655999899
1668441531.687,TEST,user-test-000,0x2b,138,4,1,-20,-31,507,558,2022-11-14 15:58:51.687000036
1668441531.718,TEST,user-test-000,0x2b,138,4,1,-20,-30,507,557,2022-11-14 15:58:51.717999935
1668441531.75,TEST,user-test-000,0x2b,138,4,1,-20,-31,507,558,2022-11-14 15:58:51.750000000
1668441531.781,TEST,user-test-000,0x2b,138,4,1,-21,-31,507,559,2022-11-14 15:58:51.780999899
1668441531.812,TEST,user-test-000,0x2b,138,4,1,-20,-34,507,561,2022-11-14 15:58:51.812000036
1668441531.843,TEST,user-test-000,0x2b,138,4,1,-19,-35,507,561,2022-11-14 15:58:51.842999935
1668441531.875,TEST,user-test-000,0x2b,138,4,1,-18,-34,508,560,2022-11-14 15:58:51.875000000
1668441531.906,TEST,user-test-000,0x2b,138,4,1,-17,-32,510,559,2022-11-14 15:58:51.905999899
1668441531.937,TEST,user-test-000,0x2b,138,4,1,-19,-32,507,558,2022-11-14 15:58:51.937000036
1668441531.968,TEST,user-test-000,0x2b,138,4,1,-19,-30,505,554,2022-11-14 15:58:51.967999935
1668441532.0,TEST,user-test-000,0x2b,139,4,1,-20,-32,508,560,2022-11-14 15:58:52.000000000
1668441532.031,TEST,user-test-000,0x2b,139,4,1,-20,-33,513,566,2022-11-14 15:58:52.030999899
1668441532.062,TEST,user-test-000,0x2b,139,4,1,-19,-30,513,562,2022-11-14 15:58:52.062000036
1668441532.093,TEST,user-test-000,0x2b,139,4,1,-19,-35,509,563,2022-11-14 15:58:52.092999935
1668441532.125,TEST,user-test-000,0x2b,139,4,1,-20,-37,510,567,2022-11-14 15:58:52.125000000
1668441532.156,TEST,user-test-000,0x2b,139,4,1,-21,-37,510,568,2022-11-14 15:58:52.155999899
1668441532.187,TEST,user-test-000,0x2b,139,4,1,-21,-35,508,564,2022-11-14 15:58:52.187000036
1668441532.218,TEST,user-test-000,0x2b,139,4,1,-17,-35,506,558,2022-11-14 15:58:52.217999935
1668441532.25,TEST,user-test-000,0x2b,139,4,1,-18,-27,509,554,2022-11-14 15:58:52.250000000
1668441532.281,TEST,user-test-000,0x2b,139,4,1,-21,-29,502,552,2022-11-14 15:58:52.280999899
1668441532.312,TEST,user-test-000,0x2b,139,4,1,-23,-39,498,560,2022-11-14 15:58:52.312000036
1668441532.343,TEST,user-test-000,0x2b,139,4,1,-24,-46,522,592,2022-11-14 15:58:52.342999935
1668441532.375,TEST,user-test-000,0x2b,139,4,1,-19,-36,519,574,2022-11-14 15:58:52.375000000
1668441532.406,TEST,user-test-000,0x2b,139,4,1,-20,-35,520,575,2022-11-14 15:58:52.405999899
1668441532.437,TEST,user-test-000,0x2b,139,4,1,-20,-36,520,576,2022-11-14 15:58:52.437000036
1668441532.468,TEST,user-test-000,0x2b,139,4,1,-14,-35,517,566,2022-11-14 15:58:52.467999935
1668441532.5,TEST,user-test-000,0x2b,139,4,1,-21,-35,526,582,2022-11-14 15:58:52.500000000
1668441532.531,TEST,user-test-000,0x2b,139,4,1,-19,-33,531,583,2022-11-14 15:58:52.530999899
1668441532.562,TEST,user-test-000,0x2b,139,4,1,-19,-32,519,570,2022-11-14 15:58:52.562000036
1668441532.593,TEST,user-test-000,0x2b,139,4,1,-20,-33,502,555,2022-11-14 15:58:52.592999935
1668441532.625,TEST,user-test-000,0x2b,139,4,1,-17,-34,502,553,2022-11-14 15:58:52.625000000
1668441532.656,TEST,user-test-000,0x2b,139,4,1,-23,-34,492,549,2022-11-14 15:58:52.655999899
1668441532.687,TEST,user-test-000,0x2b,139,4,1,-23,-36,500,559,2022-11-14 15:58:52.687000036
1668441532.718,TEST,user-test-000,0x2b,139,4,1,-21,-36,510,567,2022-11-14 15:58:52.717999935
1668441532.75,TEST,user-test-000,0x2b,139,4,1,-20,-30,513,563,2022-11-14 15:58:52.750000000
1668441532.781,TEST,user-test-000,0x2b,139,4,1,-18,-35,519,572,2022-11-14 15:58:52.780999899
1668441532.812,TEST,user-test-000,0x2b,139,4,1,-18,-34,513,565,2022-11-14 15:58:52.812000036
1668441532.843,TEST,user-test-000,0x2b,139,4,1,-19,-35,509,563,2022-11-14 15:58:52.842999935
1668441532.875,TEST,user-test-000,0x2b,139,4,1,-20,-36,509,565,2022-11-14 15:58:52.875000000
1668441532.906,TEST,user-test-000,0x2b,139,4,1,-19,-31,509,559,2022-11-14 15:58:52.905999899
1668441532.937,TEST,user-test-000,0x2b,139,4,1,-19,-29,509,557,2022-11-14 15:58:52.937000036
1668441532.968,TEST,user-test-000,0x2b,139,4,1,-19,-34,510,563,2022-11-14 15:58:52.967999935
1668441533.0,TEST,user-test-000,0x2b,140,4,1,-19,-40,508,567,2022-11-14 15:58:53.000000000
1668441533.031,TEST,user-test-000,0x2b,140,4,1,-18,-41,504,563,2022-11-14 15:58:53.030999899
1668441533.062,TEST,user-test-000,0x2b,140,4,1,-18,-34,505,557,2022-11-14 15:58:53.062000036
